0.2;0.0;4;2;0;0.6666666666666666;1.0;0.8
0.2;0.0;4;4;0;0.5;1.0;0.6666666666666666
0.2;0.0;4;4;0;0.5;1.0;0.6666666666666666
0.2;0.0;4;4;0;0.5;1.0;0.6666666666666666
0.2;0.0;4;4;0;0.5;1.0;0.6666666666666666
0.2;0.0;4;2;0;0.6666666666666666;1.0;0.8
0.2;0.0;4;2;0;0.6666666666666666;1.0;0.8
0.2;0.0;4;4;0;0.5;1.0;0.6666666666666666
0.2;0.0;4;2;0;0.6666666666666666;1.0;0.8
0.2;0.0;3;2;1;0.6;0.75;0.6666666666666665
0.2;0.0;3;2;1;0.6;0.75;0.6666666666666665
0.2;0.0;4;2;0;0.6666666666666666;1.0;0.8
0.2;0.0;3;2;1;0.6;0.75;0.6666666666666665
0.2;0.0;3;2;1;0.6;0.75;0.6666666666666665
0.2;0.0;3;2;1;0.6;0.75;0.6666666666666665
